company,aws_service,datetime,gross_cost
ingen,ec2,2024-07-01 03:00:00,104.12
cyberdyne,cloudwatch,2024-07-01 04:00:00,27.74
cyberdyne,ec2,2024-07-01 04:00:00,129.33
weyland-yutani,cloudwatch,2024-07-01 06:00:00,291.0
weyland-yutani,infinidash,2024-07-01 06:00:00,252.06
weyland-yutani,infinidash,2024-07-01 12:00:00,200.57
weyland-yutani,sagemaker,2024-07-01 12:00:00,2272.4
cyberdyne,cloudwatch,2024-07-01 13:00:00,13.91
cyberdyne,infinidash,2024-07-01 13:00:00,186.43
tyrell,s3,2024-07-01 14:00:00,1.82
weyland-yutani,infinidash,2024-07-01 16:00:00,460.91
cyberdyne,infinidash,2024-07-01 19:00:00,69.03
ingen,cloudwatch,2024-07-01 20:00:00,2.73
ingen,ec2,2024-07-01 20:00:00,105.93
weyland-yutani,sagemaker,2024-07-01 22:00:00,225.0
cyberdyne,s3,2024-07-02 06:00:00,5.44
weyland-yutani,cloudwatch,2024-07-02 10:00:00,76.92
cyberdyne,cloudwatch,2024-07-02 12:00:00,22.99
ingen,infinidash,2024-07-02 15:00:00,123.26
ingen,cloudwatch,2024-07-02 15:00:00,29.84
weyland-yutani,sagemaker,2024-07-02 16:00:00,1237.55
weyland-yutani,infinidash,2024-07-02 16:00:00,380.32
cyberdyne,cloudwatch,2024-07-02 17:00:00,16.33
cyberdyne,s3,2024-07-02 17:00:00,15.39
cyberdyne,ec2,2024-07-02 17:00:00,55.49
weyland-yutani,infinidash,2024-07-02 17:00:00,157.73
weyland-yutani,sagemaker,2024-07-02 17:00:00,2177.87
cyberdyne,cloudwatch,2024-07-03 01:00:00,11.24
weyland-yutani,cloudwatch,2024-07-03 05:00:00,205.88
weyland-yutani,ec2,2024-07-03 05:00:00,436.09
cyberdyne,sagemaker,2024-07-03 07:00:00,1434.35
ingen,s3,2024-07-03 09:00:00,11.18
weyland-yutani,cloudwatch,2024-07-03 11:00:00,54.97
ingen,cloudwatch,2024-07-03 16:00:00,29.65
ingen,sagemaker,2024-07-03 16:00:00,98.46
weyland-yutani,ec2,2024-07-03 17:00:00,709.08
weyland-yutani,cloudwatch,2024-07-03 17:00:00,134.12
cyberdyne,infinidash,2024-07-03 21:00:00,115.05
cyberdyne,cloudwatch,2024-07-03 21:00:00,6.56
weyland-yutani,ec2,2024-07-03 21:00:00,122.23
tyrell,s3,2024-07-04 02:00:00,0.92
weyland-yutani,sagemaker,2024-07-04 02:00:00,3350.12
cyberdyne,cloudwatch,2024-07-04 03:00:00,36.52
ingen,ec2,2024-07-04 03:00:00,489.64
weyland-yutani,ec2,2024-07-04 05:00:00,683.61
weyland-yutani,sagemaker,2024-07-04 05:00:00,329.56
ingen,cloudwatch,2024-07-04 10:00:00,19.36
ingen,infinidash,2024-07-04 10:00:00,178.32
cyberdyne,cloudwatch,2024-07-04 11:00:00,8.23
cyberdyne,ec2,2024-07-04 11:00:00,86.63
weyland-yutani,sagemaker,2024-07-04 11:00:00,225.0
weyland-yutani,sagemaker,2024-07-04 13:00:00,3159.32
cyberdyne,s3,2024-07-04 17:00:00,9.1
cyberdyne,ec2,2024-07-04 17:00:00,218.08
weyland-yutani,ec2,2024-07-04 17:00:00,177.91
cyberdyne,s3,2024-07-04 18:00:00,47.23
ingen,cloudwatch,2024-07-04 18:00:00,16.14
weyland-yutani,ec2,2024-07-04 18:00:00,610.11
weyland-yutani,infinidash,2024-07-04 18:00:00,611.6
weyland-yutani,sagemaker,2024-07-04 18:00:00,1448.91
weyland-yutani,infinidash,2024-07-05 01:00:00,1399.93
weyland-yutani,sagemaker,2024-07-05 02:00:00,1159.64
weyland-yutani,cloudwatch,2024-07-05 02:00:00,71.3
cyberdyne,s3,2024-07-05 03:00:00,8.08
tyrell,s3,2024-07-05 03:00:00,0.58
weyland-yutani,ec2,2024-07-05 07:00:00,784.04
weyland-yutani,sagemaker,2024-07-05 07:00:00,6180.15
weyland-yutani,infinidash,2024-07-05 07:00:00,272.0
tyrell,infinidash,2024-07-05 08:00:00,74.5
cyberdyne,cloudwatch,2024-07-05 13:00:00,9.11
weyland-yutani,cloudwatch,2024-07-05 13:00:00,9.81
ingen,cloudwatch,2024-07-05 14:00:00,86.63
cyberdyne,infinidash,2024-07-05 16:00:00,376.27
tyrell,infinidash,2024-07-05 16:00:00,73.63
weyland-yutani,ec2,2024-07-05 17:00:00,2250.0
cyberdyne,s3,2024-07-05 18:00:00,83.0
ingen,infinidash,2024-07-05 18:00:00,676.33
weyland-yutani,cloudwatch,2024-07-05 19:00:00,19.93
weyland-yutani,ec2,2024-07-05 19:00:00,659.77
ingen,ec2,2024-07-05 20:00:00,45.28
ingen,cloudwatch,2024-07-05 20:00:00,8.84
ingen,infinidash,2024-07-05 20:00:00,407.56
weyland-yutani,infinidash,2024-07-05 20:00:00,264.65
weyland-yutani,ec2,2024-07-05 20:00:00,339.64
weyland-yutani,sagemaker,2024-07-05 20:00:00,3898.28
cyberdyne,s3,2024-07-06 02:00:00,31.97
weyland-yutani,ec2,2024-07-06 02:00:00,590.7
weyland-yutani,infinidash,2024-07-06 02:00:00,1977.61
ingen,s3,2024-07-06 09:00:00,25.48
cyberdyne,cloudwatch,2024-07-06 10:00:00,7.75
cyberdyne,ec2,2024-07-06 13:00:00,36.15
cyberdyne,s3,2024-07-06 13:00:00,8.8
cyberdyne,infinidash,2024-07-06 17:00:00,92.09
cyberdyne,s3,2024-07-06 19:00:00,6.47
cyberdyne,ec2,2024-07-06 19:00:00,32.65
ingen,infinidash,2024-07-07 00:00:00,239.39
cyberdyne,cloudwatch,2024-07-07 01:00:00,9.3
ingen,cloudwatch,2024-07-07 02:00:00,41.59
weyland-yutani,ec2,2024-07-07 07:00:00,1064.51
cyberdyne,s3,2024-07-07 08:00:00,4.19
weyland-yutani,ec2,2024-07-07 12:00:00,388.72
cyberdyne,sagemaker,2024-07-07 14:00:00,159.22
tyrell,s3,2024-07-07 14:00:00,0.86
ingen,sagemaker,2024-07-07 16:00:00,126.44
weyland-yutani,s3,2024-07-07 16:00:00,132.33
weyland-yutani,infinidash,2024-07-07 16:00:00,449.92
tyrell,s3,2024-07-07 18:00:00,2.45
weyland-yutani,infinidash,2024-07-07 18:00:00,1862.06
cyberdyne,sagemaker,2024-07-07 19:00:00,190.42
weyland-yutani,sagemaker,2024-07-07 22:00:00,1233.17
weyland-yutani,infinidash,2024-07-07 22:00:00,1710.69
weyland-yutani,ec2,2024-07-07 22:00:00,1804.25
cyberdyne,s3,2024-07-08 00:00:00,17.98
cyberdyne,cloudwatch,2024-07-08 00:00:00,40.32
weyland-yutani,sagemaker,2024-07-08 04:00:00,3163.77
weyland-yutani,ec2,2024-07-08 04:00:00,284.23
weyland-yutani,cloudwatch,2024-07-08 04:00:00,212.44
weyland-yutani,infinidash,2024-07-08 04:00:00,269.68
cyberdyne,ec2,2024-07-08 06:00:00,50.69
cyberdyne,s3,2024-07-08 06:00:00,23.28
tyrell,sagemaker,2024-07-08 09:00:00,31.45
weyland-yutani,ec2,2024-07-08 10:00:00,531.1
weyland-yutani,infinidash,2024-07-08 10:00:00,1251.57
cyberdyne,infinidash,2024-07-08 11:00:00,41.0
cyberdyne,ec2,2024-07-08 15:00:00,293.26
weyland-yutani,cloudwatch,2024-07-08 17:00:00,22.9
weyland-yutani,infinidash,2024-07-08 17:00:00,1230.79
weyland-yutani,sagemaker,2024-07-08 17:00:00,1279.31
cyberdyne,s3,2024-07-08 19:00:00,7.16
tyrell,s3,2024-07-08 19:00:00,1.35
cyberdyne,cloudwatch,2024-07-08 22:00:00,17.83
ingen,infinidash,2024-07-08 23:00:00,862.15
ingen,s3,2024-07-08 23:00:00,16.84
ingen,s3,2024-07-09 01:00:00,25.59
ingen,cloudwatch,2024-07-09 01:00:00,11.29
weyland-yutani,cloudwatch,2024-07-09 01:00:00,93.57
cyberdyne,cloudwatch,2024-07-09 04:00:00,10.34
cyberdyne,infinidash,2024-07-09 09:00:00,25.0
cyberdyne,cloudwatch,2024-07-09 13:00:00,8.8
weyland-yutani,sagemaker,2024-07-09 15:00:00,821.09
weyland-yutani,ec2,2024-07-09 15:00:00,182.52
cyberdyne,s3,2024-07-09 19:00:00,11.56
cyberdyne,cloudwatch,2024-07-09 19:00:00,3.46
ingen,s3,2024-07-09 19:00:00,17.96
ingen,cloudwatch,2024-07-09 19:00:00,76.74
weyland-yutani,infinidash,2024-07-09 21:00:00,1081.6
weyland-yutani,s3,2024-07-09 21:00:00,55.3
cyberdyne,infinidash,2024-07-09 23:00:00,65.32
cyberdyne,s3,2024-07-10 01:00:00,5.95
ingen,infinidash,2024-07-10 01:00:00,237.19
weyland-yutani,infinidash,2024-07-10 01:00:00,546.71
weyland-yutani,ec2,2024-07-10 01:00:00,501.02
weyland-yutani,ec2,2024-07-10 02:00:00,512.42
weyland-yutani,s3,2024-07-10 02:00:00,83.07
ingen,ec2,2024-07-10 05:00:00,89.02
ingen,sagemaker,2024-07-10 05:00:00,287.76
cyberdyne,s3,2024-07-10 06:00:00,73.44
weyland-yutani,cloudwatch,2024-07-10 06:00:00,21.97
weyland-yutani,ec2,2024-07-10 06:00:00,631.33
weyland-yutani,infinidash,2024-07-10 06:00:00,590.79
tyrell,sagemaker,2024-07-10 07:00:00,136.21
cyberdyne,infinidash,2024-07-10 08:00:00,59.69
tyrell,s3,2024-07-10 10:00:00,14.14
tyrell,ec2,2024-07-10 11:00:00,42.24
weyland-yutani,cloudwatch,2024-07-10 12:00:00,183.65
cyberdyne,sagemaker,2024-07-10 13:00:00,2000.0
ingen,ec2,2024-07-10 13:00:00,139.03
tyrell,cloudwatch,2024-07-10 16:00:00,7.63
cyberdyne,ec2,2024-07-10 18:00:00,66.99
cyberdyne,infinidash,2024-07-10 18:00:00,254.79
weyland-yutani,ec2,2024-07-10 18:00:00,480.01
weyland-yutani,infinidash,2024-07-10 18:00:00,768.8
weyland-yutani,infinidash,2024-07-10 22:00:00,228.29
weyland-yutani,sagemaker,2024-07-10 22:00:00,9000.0
cyberdyne,ec2,2024-07-10 23:00:00,66.54
weyland-yutani,sagemaker,2024-07-10 23:00:00,469.65
cyberdyne,s3,2024-07-11 03:00:00,30.32
weyland-yutani,infinidash,2024-07-11 04:00:00,391.31
weyland-yutani,sagemaker,2024-07-11 04:00:00,674.57
weyland-yutani,ec2,2024-07-11 04:00:00,237.84
weyland-yutani,infinidash,2024-07-11 05:00:00,1315.82
weyland-yutani,ec2,2024-07-11 05:00:00,164.76
weyland-yutani,sagemaker,2024-07-11 05:00:00,6079.47
tyrell,s3,2024-07-11 07:00:00,2.3
cyberdyne,cloudwatch,2024-07-11 08:00:00,11.26
cyberdyne,infinidash,2024-07-11 08:00:00,98.45
tyrell,ec2,2024-07-11 08:00:00,25.29
ingen,s3,2024-07-11 10:00:00,28.87
ingen,ec2,2024-07-11 10:00:00,37.61
weyland-yutani,cloudwatch,2024-07-11 10:00:00,59.7
cyberdyne,infinidash,2024-07-11 15:00:00,85.09
cyberdyne,cloudwatch,2024-07-11 15:00:00,9.82
weyland-yutani,cloudwatch,2024-07-11 15:00:00,58.82
cyberdyne,s3,2024-07-11 17:00:00,12.95
weyland-yutani,cloudwatch,2024-07-11 17:00:00,145.08
weyland-yutani,ec2,2024-07-11 17:00:00,2250.0
weyland-yutani,sagemaker,2024-07-11 17:00:00,1244.76
weyland-yutani,sagemaker,2024-07-11 18:00:00,440.28
cyberdyne,ec2,2024-07-11 20:00:00,66.24
ingen,ec2,2024-07-11 20:00:00,15.600000000000001
weyland-yutani,infinidash,2024-07-11 23:00:00,1059.58
weyland-yutani,cloudwatch,2024-07-11 23:00:00,14.33
cyberdyne,cloudwatch,2024-07-12 02:00:00,12.66
cyberdyne,infinidash,2024-07-12 02:00:00,64.35
ingen,cloudwatch,2024-07-12 04:00:00,91.1
ingen,ec2,2024-07-12 04:00:00,49.82
weyland-yutani,ec2,2024-07-12 04:00:00,211.31
cyberdyne,s3,2024-07-12 07:00:00,59.1
weyland-yutani,sagemaker,2024-07-12 07:00:00,9000.0
weyland-yutani,cloudwatch,2024-07-12 07:00:00,117.94
weyland-yutani,ec2,2024-07-12 07:00:00,689.52
weyland-yutani,ec2,2024-07-12 09:00:00,183.38
ingen,s3,2024-07-12 11:00:00,15.83
weyland-yutani,cloudwatch,2024-07-12 13:00:00,53.5
weyland-yutani,sagemaker,2024-07-12 13:00:00,1198.51
weyland-yutani,ec2,2024-07-12 19:00:00,251.85
weyland-yutani,cloudwatch,2024-07-12 19:00:00,450.0
weyland-yutani,infinidash,2024-07-12 20:00:00,707.64
cyberdyne,infinidash,2024-07-12 23:00:00,88.08
weyland-yutani,s3,2024-07-13 00:00:00,125.53
weyland-yutani,ec2,2024-07-13 00:00:00,89.09
cyberdyne,cloudwatch,2024-07-13 01:00:00,11.41
weyland-yutani,ec2,2024-07-13 01:00:00,78.22
cyberdyne,s3,2024-07-13 05:00:00,4.01
cyberdyne,ec2,2024-07-13 05:00:00,13.58
ingen,s3,2024-07-13 05:00:00,10.53
cyberdyne,s3,2024-07-13 06:00:00,37.93
weyland-yutani,infinidash,2024-07-13 11:00:00,1733.46
cyberdyne,cloudwatch,2024-07-13 12:00:00,3.27
weyland-yutani,sagemaker,2024-07-13 12:00:00,1861.44
tyrell,cloudwatch,2024-07-13 15:00:00,0.7
weyland-yutani,cloudwatch,2024-07-13 16:00:00,130.27
weyland-yutani,sagemaker,2024-07-13 16:00:00,1175.97
weyland-yutani,ec2,2024-07-13 16:00:00,76.29
cyberdyne,infinidash,2024-07-13 17:00:00,206.02
weyland-yutani,infinidash,2024-07-13 17:00:00,805.73
ingen,infinidash,2024-07-13 18:00:00,348.16
weyland-yutani,s3,2024-07-13 18:00:00,23.42
weyland-yutani,ec2,2024-07-13 18:00:00,1119.89
weyland-yutani,cloudwatch,2024-07-13 18:00:00,308.14
weyland-yutani,sagemaker,2024-07-13 18:00:00,747.09
cyberdyne,ec2,2024-07-13 21:00:00,500.0
cyberdyne,ec2,2024-07-13 23:00:00,22.22
weyland-yutani,infinidash,2024-07-14 01:00:00,1475.62
weyland-yutani,ec2,2024-07-14 03:00:00,313.92
weyland-yutani,sagemaker,2024-07-14 03:00:00,1026.51
ingen,cloudwatch,2024-07-14 04:00:00,18.25
weyland-yutani,sagemaker,2024-07-14 08:00:00,3127.47
weyland-yutani,cloudwatch,2024-07-14 12:00:00,105.34
weyland-yutani,cloudwatch,2024-07-14 13:00:00,23.99
weyland-yutani,ec2,2024-07-14 13:00:00,444.44
ingen,ec2,2024-07-14 15:00:00,162.07
weyland-yutani,cloudwatch,2024-07-14 17:00:00,4.5
tyrell,sagemaker,2024-07-14 20:00:00,136.48
weyland-yutani,ec2,2024-07-14 21:00:00,832.27
cyberdyne,s3,2024-07-14 23:00:00,10.07
ingen,infinidash,2024-07-15 05:00:00,123.56
weyland-yutani,infinidash,2024-07-15 09:00:00,329.38
cyberdyne,infinidash,2024-07-15 13:00:00,153.22
cyberdyne,cloudwatch,2024-07-15 13:00:00,75.11
weyland-yutani,ec2,2024-07-15 13:00:00,45.0
weyland-yutani,sagemaker,2024-07-15 13:00:00,2076.56
tyrell,s3,2024-07-15 16:00:00,1.97
weyland-yutani,infinidash,2024-07-15 17:00:00,2910.27
weyland-yutani,cloudwatch,2024-07-15 17:00:00,68.38
ingen,cloudwatch,2024-07-15 20:00:00,16.64
ingen,infinidash,2024-07-15 20:00:00,494.97
cyberdyne,cloudwatch,2024-07-15 22:00:00,4.36
cyberdyne,s3,2024-07-15 22:00:00,11.91
cyberdyne,ec2,2024-07-15 22:00:00,19.93
cyberdyne,cloudwatch,2024-07-16 00:00:00,15.18
weyland-yutani,sagemaker,2024-07-16 01:00:00,3539.05
weyland-yutani,infinidash,2024-07-16 01:00:00,540.79
cyberdyne,s3,2024-07-16 04:00:00,60.2
cyberdyne,sagemaker,2024-07-16 04:00:00,2000.0
weyland-yutani,cloudwatch,2024-07-16 07:00:00,75.51
weyland-yutani,sagemaker,2024-07-16 07:00:00,5239.28
cyberdyne,s3,2024-07-16 12:00:00,10.68
weyland-yutani,sagemaker,2024-07-16 12:00:00,7637.01
weyland-yutani,infinidash,2024-07-16 12:00:00,715.59
cyberdyne,s3,2024-07-16 15:00:00,1.9
cyberdyne,infinidash,2024-07-16 15:00:00,227.27
cyberdyne,ec2,2024-07-16 15:00:00,479.31
cyberdyne,ec2,2024-07-16 17:00:00,215.02
weyland-yutani,sagemaker,2024-07-16 17:00:00,350.48
weyland-yutani,s3,2024-07-16 17:00:00,129.31
weyland-yutani,ec2,2024-07-16 19:00:00,1193.76
cyberdyne,ec2,2024-07-16 21:00:00,139.57
weyland-yutani,infinidash,2024-07-17 02:00:00,133.8
cyberdyne,s3,2024-07-17 06:00:00,9.24
cyberdyne,infinidash,2024-07-17 06:00:00,61.07
ingen,ec2,2024-07-17 07:00:00,428.25
ingen,s3,2024-07-17 07:00:00,4.91
ingen,cloudwatch,2024-07-17 07:00:00,34.41
weyland-yutani,infinidash,2024-07-17 07:00:00,419.2
weyland-yutani,cloudwatch,2024-07-17 07:00:00,33.1
cyberdyne,s3,2024-07-17 08:00:00,44.7
ingen,cloudwatch,2024-07-17 10:00:00,16.3
weyland-yutani,sagemaker,2024-07-17 11:00:00,6284.83
weyland-yutani,s3,2024-07-17 11:00:00,47.36
weyland-yutani,ec2,2024-07-17 14:00:00,67.24
weyland-yutani,infinidash,2024-07-17 14:00:00,214.2
weyland-yutani,ec2,2024-07-17 15:00:00,103.45
weyland-yutani,infinidash,2024-07-17 15:00:00,2912.7
weyland-yutani,s3,2024-07-17 15:00:00,45.67
weyland-yutani,cloudwatch,2024-07-17 15:00:00,53.21
cyberdyne,ec2,2024-07-17 16:00:00,272.99
cyberdyne,s3,2024-07-17 16:00:00,5.51
weyland-yutani,ec2,2024-07-17 17:00:00,312.26
weyland-yutani,sagemaker,2024-07-17 17:00:00,712.31
weyland-yutani,cloudwatch,2024-07-17 17:00:00,87.93
ingen,sagemaker,2024-07-17 23:00:00,2004.87
weyland-yutani,ec2,2024-07-17 23:00:00,405.55
tyrell,sagemaker,2024-07-18 04:00:00,47.22
weyland-yutani,infinidash,2024-07-18 04:00:00,351.35
weyland-yutani,ec2,2024-07-18 05:00:00,720.4
weyland-yutani,infinidash,2024-07-18 05:00:00,345.04
weyland-yutani,infinidash,2024-07-18 08:00:00,418.56
weyland-yutani,cloudwatch,2024-07-18 08:00:00,292.99
cyberdyne,infinidash,2024-07-18 09:00:00,750.0
cyberdyne,s3,2024-07-18 10:00:00,97.26
cyberdyne,ec2,2024-07-18 10:00:00,500.0
ingen,sagemaker,2024-07-18 10:00:00,870.4
cyberdyne,cloudwatch,2024-07-18 12:00:00,13.99
cyberdyne,infinidash,2024-07-18 12:00:00,277.27
tyrell,sagemaker,2024-07-18 12:00:00,264.97
weyland-yutani,infinidash,2024-07-18 13:00:00,688.25
ingen,cloudwatch,2024-07-18 16:00:00,17.61
weyland-yutani,cloudwatch,2024-07-18 18:00:00,36.47
weyland-yutani,sagemaker,2024-07-18 18:00:00,5406.49
weyland-yutani,ec2,2024-07-18 18:00:00,383.72
cyberdyne,cloudwatch,2024-07-18 19:00:00,21.17
weyland-yutani,infinidash,2024-07-18 21:00:00,358.15
cyberdyne,s3,2024-07-18 22:00:00,12.92
cyberdyne,ec2,2024-07-18 22:00:00,36.68
cyberdyne,sagemaker,2024-07-19 03:00:00,132.53
weyland-yutani,cloudwatch,2024-07-19 03:00:00,53.98
weyland-yutani,s3,2024-07-19 03:00:00,86.53
cyberdyne,ec2,2024-07-19 07:00:00,10.0
cyberdyne,s3,2024-07-19 07:00:00,60.15
weyland-yutani,ec2,2024-07-19 08:00:00,173.76
weyland-yutani,s3,2024-07-19 08:00:00,130.33
cyberdyne,sagemaker,2024-07-19 09:00:00,50.0
cyberdyne,ec2,2024-07-19 09:00:00,76.74
cyberdyne,cloudwatch,2024-07-19 09:00:00,15.67
weyland-yutani,ec2,2024-07-19 11:00:00,1251.77
weyland-yutani,infinidash,2024-07-19 11:00:00,538.51
weyland-yutani,s3,2024-07-19 13:00:00,394.1
cyberdyne,infinidash,2024-07-19 14:00:00,113.27
cyberdyne,s3,2024-07-19 14:00:00,100.0
ingen,s3,2024-07-19 14:00:00,18.35
cyberdyne,cloudwatch,2024-07-19 16:00:00,17.73
weyland-yutani,cloudwatch,2024-07-19 17:00:00,151.76
weyland-yutani,infinidash,2024-07-19 17:00:00,112.5
weyland-yutani,cloudwatch,2024-07-19 19:00:00,64.66
weyland-yutani,sagemaker,2024-07-19 19:00:00,698.42
ingen,infinidash,2024-07-19 22:00:00,369.19
weyland-yutani,cloudwatch,2024-07-19 22:00:00,10.85
weyland-yutani,sagemaker,2024-07-19 22:00:00,2009.05
weyland-yutani,s3,2024-07-19 22:00:00,445.2
weyland-yutani,ec2,2024-07-19 22:00:00,171.48
weyland-yutani,sagemaker,2024-07-20 01:00:00,9000.0
weyland-yutani,infinidash,2024-07-20 01:00:00,2141.77
weyland-yutani,ec2,2024-07-20 01:00:00,296.5
ingen,infinidash,2024-07-20 04:00:00,138.44
cyberdyne,cloudwatch,2024-07-20 05:00:00,11.15
cyberdyne,ec2,2024-07-20 05:00:00,112.24
weyland-yutani,sagemaker,2024-07-20 06:00:00,780.84
weyland-yutani,ec2,2024-07-20 07:00:00,630.51
cyberdyne,ec2,2024-07-20 09:00:00,129.08
cyberdyne,cloudwatch,2024-07-20 12:00:00,45.07
ingen,s3,2024-07-20 12:00:00,37.95
weyland-yutani,infinidash,2024-07-20 12:00:00,515.47
weyland-yutani,ec2,2024-07-20 12:00:00,49.32
weyland-yutani,s3,2024-07-20 12:00:00,19.77
weyland-yutani,cloudwatch,2024-07-20 12:00:00,130.42
cyberdyne,infinidash,2024-07-20 15:00:00,48.51
cyberdyne,s3,2024-07-20 15:00:00,2.57
cyberdyne,infinidash,2024-07-20 18:00:00,436.4
cyberdyne,cloudwatch,2024-07-20 18:00:00,14.35
ingen,infinidash,2024-07-20 21:00:00,64.44
ingen,cloudwatch,2024-07-20 21:00:00,71.14
weyland-yutani,infinidash,2024-07-21 02:00:00,554.12
weyland-yutani,s3,2024-07-21 02:00:00,26.65
ingen,infinidash,2024-07-21 08:00:00,90.29
ingen,ec2,2024-07-21 08:00:00,63.84
weyland-yutani,sagemaker,2024-07-21 08:00:00,1653.99
weyland-yutani,infinidash,2024-07-21 08:00:00,687.32
weyland-yutani,s3,2024-07-21 08:00:00,24.57
cyberdyne,infinidash,2024-07-21 10:00:00,366.86
weyland-yutani,sagemaker,2024-07-21 11:00:00,2771.97
weyland-yutani,infinidash,2024-07-21 11:00:00,357.61
cyberdyne,infinidash,2024-07-21 12:00:00,349.05
ingen,infinidash,2024-07-21 12:00:00,270.32
ingen,cloudwatch,2024-07-21 12:00:00,38.98
weyland-yutani,ec2,2024-07-21 17:00:00,343.04
tyrell,sagemaker,2024-07-21 19:00:00,26.54
tyrell,infinidash,2024-07-21 22:00:00,33.03
weyland-yutani,cloudwatch,2024-07-21 22:00:00,158.21
weyland-yutani,sagemaker,2024-07-22 00:00:00,462.96
tyrell,sagemaker,2024-07-22 01:00:00,158.24
cyberdyne,cloudwatch,2024-07-22 04:00:00,18.66
cyberdyne,ec2,2024-07-22 06:00:00,21.95
ingen,s3,2024-07-22 06:00:00,43.13
ingen,ec2,2024-07-22 06:00:00,33.8
weyland-yutani,sagemaker,2024-07-22 06:00:00,4889.1
cyberdyne,s3,2024-07-22 08:00:00,10.66
weyland-yutani,cloudwatch,2024-07-22 12:00:00,450.0
weyland-yutani,infinidash,2024-07-22 12:00:00,440.25
cyberdyne,infinidash,2024-07-22 14:00:00,207.13
tyrell,cloudwatch,2024-07-22 14:00:00,2.84
weyland-yutani,ec2,2024-07-22 17:00:00,1949.93
cyberdyne,cloudwatch,2024-07-22 20:00:00,7.83
ingen,s3,2024-07-22 20:00:00,63.9
cyberdyne,s3,2024-07-22 22:00:00,4.29
cyberdyne,ec2,2024-07-22 22:00:00,177.04
cyberdyne,cloudwatch,2024-07-22 22:00:00,58.43
weyland-yutani,infinidash,2024-07-22 23:00:00,239.67
weyland-yutani,ec2,2024-07-22 23:00:00,57.43
ingen,infinidash,2024-07-23 00:00:00,692.14
ingen,s3,2024-07-23 00:00:00,26.18
cyberdyne,ec2,2024-07-23 01:00:00,21.95
cyberdyne,infinidash,2024-07-23 02:00:00,150.47
cyberdyne,cloudwatch,2024-07-23 02:00:00,45.87
weyland-yutani,cloudwatch,2024-07-23 03:00:00,110.75
weyland-yutani,infinidash,2024-07-23 04:00:00,294.2
cyberdyne,infinidash,2024-07-23 09:00:00,72.46
weyland-yutani,ec2,2024-07-23 09:00:00,142.81
weyland-yutani,sagemaker,2024-07-23 09:00:00,1646.54
ingen,ec2,2024-07-23 13:00:00,100.64
cyberdyne,ec2,2024-07-23 15:00:00,107.14
cyberdyne,cloudwatch,2024-07-23 15:00:00,8.22
weyland-yutani,infinidash,2024-07-23 15:00:00,900.84
ingen,cloudwatch,2024-07-23 19:00:00,28.16
ingen,infinidash,2024-07-23 19:00:00,93.7
weyland-yutani,cloudwatch,2024-07-23 19:00:00,28.9
weyland-yutani,ec2,2024-07-23 19:00:00,821.89
weyland-yutani,sagemaker,2024-07-23 19:00:00,472.49
weyland-yutani,infinidash,2024-07-23 22:00:00,255.77
tyrell,cloudwatch,2024-07-23 23:00:00,2.4
ingen,ec2,2024-07-24 01:00:00,547.18
ingen,s3,2024-07-24 01:00:00,156.0
cyberdyne,s3,2024-07-24 05:00:00,14.9
ingen,sagemaker,2024-07-24 05:00:00,858.61
ingen,ec2,2024-07-24 05:00:00,279.51
tyrell,ec2,2024-07-24 08:00:00,13.27
weyland-yutani,ec2,2024-07-24 08:00:00,695.31
weyland-yutani,ec2,2024-07-24 09:00:00,612.78
weyland-yutani,sagemaker,2024-07-24 09:00:00,3655.23
weyland-yutani,infinidash,2024-07-24 09:00:00,2355.5
ingen,s3,2024-07-24 11:00:00,13.86
ingen,infinidash,2024-07-24 11:00:00,60.63
ingen,cloudwatch,2024-07-24 11:00:00,20.12
weyland-yutani,ec2,2024-07-24 12:00:00,974.06
weyland-yutani,ec2,2024-07-24 15:00:00,268.28
weyland-yutani,cloudwatch,2024-07-24 15:00:00,73.07
cyberdyne,ec2,2024-07-24 18:00:00,86.06
cyberdyne,infinidash,2024-07-24 18:00:00,276.53
ingen,s3,2024-07-24 19:00:00,63.02
ingen,cloudwatch,2024-07-24 19:00:00,22.33
cyberdyne,infinidash,2024-07-24 23:00:00,408.47
cyberdyne,s3,2024-07-24 23:00:00,16.04
cyberdyne,infinidash,2024-07-25 01:00:00,88.52
cyberdyne,s3,2024-07-25 03:00:00,4.93
weyland-yutani,sagemaker,2024-07-25 03:00:00,2348.85
weyland-yutani,s3,2024-07-25 03:00:00,112.23
weyland-yutani,cloudwatch,2024-07-25 03:00:00,236.15
weyland-yutani,ec2,2024-07-25 03:00:00,126.86
weyland-yutani,ec2,2024-07-25 04:00:00,707.46
ingen,s3,2024-07-25 05:00:00,7.68
ingen,infinidash,2024-07-25 05:00:00,78.95
weyland-yutani,infinidash,2024-07-25 05:00:00,131.26
weyland-yutani,ec2,2024-07-25 05:00:00,1185.83
ingen,ec2,2024-07-25 07:00:00,780.0
ingen,cloudwatch,2024-07-25 07:00:00,7.7
cyberdyne,ec2,2024-07-25 08:00:00,71.11
weyland-yutani,infinidash,2024-07-25 10:00:00,226.43
cyberdyne,ec2,2024-07-25 14:00:00,87.97
cyberdyne,infinidash,2024-07-25 14:00:00,42.79
cyberdyne,cloudwatch,2024-07-25 16:00:00,38.13
cyberdyne,infinidash,2024-07-25 18:00:00,284.44
cyberdyne,cloudwatch,2024-07-25 18:00:00,6.42
